ESCUELA BAS. COLEGIO EMELINA URRUTIA,EL MONTE,267,,Más Alto,Gratuito ,P. Subv.
ESCUELA BAS. PART. DE SANTA MARIA,EL MONTE,239,,Más Bajo,Gratuito ,P. Subv.
COLEGIO SAN ALBERTO,ESTACIÓN CENTRAL,261,,Más Alto,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR AMANECER,ESTACIÓN CENTRAL,257,,Similar,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR JOSE ANTONIO LECAROS,ESTACIÓN CENTRAL,245,,Más Bajo,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR CHILDRENS SCHOOL,ESTACIÓN CENTRAL,203,,Más Bajo,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR SAN JOSE SCHOOL,ESTACIÓN CENTRAL,224,,Más Bajo,$1.000 a $10.000 ,P. Subv.
ESC.SILVIA SALAS EDWARDS,ESTACIÓN CENTRAL,245,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO SAO PAULO,ESTACIÓN CENTRAL,251,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO PART. ASCENSION NICOL,ESTACIÓN CENTRAL,263,,Similar,$10.001 a $25.000 ,P. Subv.
COLEGIO PIAMARTA,ESTACIÓN CENTRAL,271,,Más Alto,$10.001 a $25.000 ,P. Subv.
COLEGIO FRANCISCANO MARIA REINA,ESTACIÓN CENTRAL,271,,Más Bajo,$25.001 a $50.000 ,P. Subv.
ESCUELA LICEO MADRE VICENCIA,ESTACIÓN CENTRAL,252,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO POLIVALENTE PRINCIPE DE GALES,ESTACIÓN CENTRAL,256,,Más Bajo,$25.001 a $50.000 ,P. Subv.
LICEO RUIZ TAGLE,ESTACIÓN CENTRAL,296,,Más Alto,$50.001 a $100.000 ,P. Subv.
ESCUELA PARTICULAR VILLA ESPANA,ESTACIÓN CENTRAL,267,,Más Bajo,$50.001 a $100.000 ,P. Subv.
LICEO ESTACION CENTRAL,ESTACIÓN CENTRAL,223,,Más Bajo,Gratuito ,Munic.
ESCUELA CARLOS CONDELL DE LA HAZA,ESTACIÓN CENTRAL,270,,Más Alto,Gratuito ,Munic.
ESCUELA ARNALDO FALABELLA,ESTACIÓN CENTRAL,247,,Más Bajo,Gratuito ,Munic.
ESCUELA BÁSICA ARTURO ALESSANDRI PALMA,ESTACIÓN CENTRAL,265,,Más Alto,Gratuito ,Munic.
ESCUELA REPUBLICA DE AUSTRIA,ESTACIÓN CENTRAL,240,,Similar,Gratuito ,Munic.
ESCUELA BÁSICA HUMBERTO VALENZUELA GARCÍA ,ESTACIÓN CENTRAL,234,,Similar,Gratuito ,Munic.
ESCUELA BASICA UNION LATINOAMERICANA,ESTACIÓN CENTRAL,233,,Más Bajo,Gratuito ,Munic.
CENTRO EDUC.MUNIC. DR. AMADOR NECHME R.,ESTACIÓN CENTRAL,229,,Más Bajo,Gratuito ,Munic.
ESCUELA BASICA REPUBLICA DE FRANCIA,ESTACIÓN CENTRAL,240,,Más Alto,Gratuito ,Munic.
ESCUELA BASICA PROF.RAMON DEL RIO,ESTACIÓN CENTRAL,241,,Similar,Gratuito ,Munic.
ESCUELA BASICA PACTO ANDINO,ESTACIÓN CENTRAL,247,,Más Bajo,Gratuito ,Munic.
ESCUELA BASICA,ESTACIÓN CENTRAL,216,,Más Bajo,Gratuito ,Munic.
ESCUELA BASICA JAPON,ESTACIÓN CENTRAL,229,,Más Bajo,Gratuito ,Munic.
COLEGIO ECHAURREN,ESTACIÓN CENTRAL,250,,Más Alto,Gratuito ,P. Subv.
ESCUELA PARTICULAR HOLANDA,ESTACIÓN CENTRAL,279,,Más Bajo,Gratuito ,P. Subv.
COLEGIO GREENLAND SCHOOL,ESTACIÓN CENTRAL,296,,Similar,Más de $100.000 ,P. Pag.
ESCUELA PARTICULAR MATER DOLOROSA,HUECHURABA,259,,Similar,$1.000 a $10.000 ,P. Subv.
COLEGIO SANTA TERESA DE JESUS DE LOS ANDES,HUECHURABA,234,,Más Bajo,$1.000 a $10.000 ,P. Subv.
ESC. BASICA PART.PADRE ALBERTO HURTADO,HUECHURABA,276,,Más Alto,$1.000 a $10.000 ,P. Subv.
ESCUELA BÁSICA JOSÉ ABELARDO NUÑEZ Nº 3,HUECHURABA,253,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO BOSTON COLLEGE HUECHURABA,HUECHURABA,278,,Más Bajo,$50.001 a $100.000 ,P. Pag.
ESCUELA BASICA BRUNNENWEG,HUECHURABA,271,,Más Bajo,$50.001 a $100.000 ,P. Subv.
CENTRO EDUCACIONAL DE HUECHURABA,HUECHURABA,232,,Más Bajo,Gratuito ,Munic.
ESCUELA BASICA CARLOS PRATS G.,HUECHURABA,207,,Más Bajo,Gratuito ,Munic.
ESCUELA ADELAIDA LA FETRA,HUECHURABA,231,,Más Bajo,Gratuito ,Munic.
ESCUELA SANTA VICTORIA DE HUECHURABA,HUECHURABA,275,,Más Alto,Gratuito ,Munic.
ESCUELA LAS CANTERAS,HUECHURABA,214,,Más Bajo,Gratuito ,Munic.
ESCUELA SANTIAGO DE GUAYAQUIL,HUECHURABA,219,,Más Bajo,Gratuito ,Munic.
ESCUELA PART. SANTA LUISA DE MARILLAC,HUECHURABA,223,,Más Bajo,Gratuito ,P. Subv.
CENTRO EDUCACIONAL ERNESTO YANEZ RIVERA,HUECHURABA,238,,Más Bajo,Gratuito ,P. Subv.
COLEGIO FRANCISCO JAVIER,HUECHURABA,309,,Más Alto,Más de $100.000 ,Adm. Del.
COLEGIO  PUMAHUE HUECHURABA,HUECHURABA,305,,Más Alto,Más de $100.000 ,P. Pag.
ESCUELA BASICA N°2021 MONTAHUE,HUECHURABA,266,,Más Bajo,Más de $100.000 ,P. Pag.
COLEGIO GEORGE WASHINGTON,INDEPENDENCIA,256,,Más Bajo,$1.000 a $10.000 ,P. Subv.
LICEO LAS AMERICAS MODERNAS,INDEPENDENCIA,218,,Más Bajo,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR ISLA DE PASCUA,INDEPENDENCIA,235,,Más Bajo,$1.000 a $10.000 ,P. Subv.
LICEO MIGUEL RAFAEL PRADO,INDEPENDENCIA,283,,Similar,$10.001 a $25.000 ,P. Subv.
LICEO IGNACIO CARRERA PINTO,INDEPENDENCIA,260,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESC. BAS. PART. TERESIANA DE SAN GABRIEL,INDEPENDENCIA,262,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR THOMAS JEFFERSON,INDEPENDENCIA,265,,Más Alto,$10.001 a $25.000 ,P. Subv.
COLEGIO PRESIDENTE ALESSANDRI,INDEPENDENCIA,286,,Más Alto,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR ARTURO TORO AMOR,INDEPENDENCIA,295,,Más Alto,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SANTA TERESITA,INDEPENDENCIA,259,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PARTICULAR SUMMERHILL,INDEPENDENCIA,221,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESC. PARTICULAR MARYLAND COLLEGE,INDEPENDENCIA,257,,Más Bajo,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA SAN NICOLAS,INDEPENDENCIA,265,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO ELENA BETTINI,INDEPENDENCIA,265,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO IBEROAMERICANO,INDEPENDENCIA,285,,Más Bajo,$50.001 a $100.000 ,P. Pag.
ESCUELA PARTICULAR JUAN PABLO I,INDEPENDENCIA,282,,Más Bajo,$50.001 a $100.000 ,P. Subv.
ESC.PART.ALVARO COVARRUBIAS ARLEGUI ANEX,INDEPENDENCIA,283,,Similar,$50.001 a $100.000 ,P. Subv.
LICEO ROSA ESTER ALESANDRI RODRIGUEZ,INDEPENDENCIA,262,,Más Alto,Gratuito ,Munic.
ESCUELA BASICA CORNELIA OLIVARES,INDEPENDENCIA,235,,Más Bajo,Gratuito ,Munic.
LICEO SAN FRANCISCO DE QUITO,INDEPENDENCIA,253,,Más Bajo,Gratuito ,Munic.
ESCUELA NUEVA ZELANDIA,INDEPENDENCIA,260,,Más Bajo,Gratuito ,Munic.
ESCUELA BASICA CAMILO MORI,INDEPENDENCIA,251,,Más Bajo,Gratuito ,Munic.
ESCUELA BASICA CD.ARTURO MERINO BENITEZ,INDEPENDENCIA,262,,Similar,Gratuito ,Munic.
LICEO POLIVALENTE A80 PRESIDENTE JOSE MANUEL BALMACEDA,INDEPENDENCIA,248,,Más Bajo,Gratuito ,Munic.
ESCUELA LUIS GALDAMES,INDEPENDENCIA,258,,Más Alto,Gratuito ,Munic.
COLEGIO JEAN JACQUES,INDEPENDENCIA,214,,Más Bajo,Gratuito ,P. Subv.
ESCUELA SAN JORGE,INDEPENDENCIA,243,,Más Bajo,Gratuito ,P. Subv.
COLEGIO PARTICULAR JUAN PABLO,INDEPENDENCIA,216,,Más Bajo,Gratuito ,P. Subv.
COLEGIO SANTA MARIA CERVELLON,INDEPENDENCIA,295,,Más Bajo,Más de $100.000 ,P. Pag.
CENTRO EDUC. PART. MARIA REINA INMACULADA,ISLA DE MAIPO,268,,Más Alto,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA JOSE MARIA DE LA CRUZ,ISLA DE MAIPO,231,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO VILLA EL SOL,ISLA DE MAIPO,276,,-,$25.001 a $50.000 ,P. Subv.
CENTRO DE EDUCACION MARIO BERTERO CEVASCO,ISLA DE MAIPO,254,,Más Alto,Gratuito ,Munic.
LICEO REPUBLICA DE ITALIA,ISLA DE MAIPO,226,,Más Bajo,Gratuito ,Munic.
ESCUELA BASICA EFRAIN MALDONADO TORRES,ISLA DE MAIPO,239,,Más Bajo,Gratuito ,Munic.
ESC.BASICA SAN ANTONIO DE NALTAGUA,ISLA DE MAIPO,234,,Más Bajo,Gratuito ,Munic.
ESCUELA RURAL LAS PARCELAS,ISLA DE MAIPO,206,,Más Bajo,Gratuito ,Munic.
ESCUELA BASICA FUTURO LAS MERCEDES,ISLA DE MAIPO,238,,Similar,Gratuito ,Munic.
ESC. ESP. PART. SAN LORENZO DE ISLA DE MAIPO,ISLA DE MAIPO,261,,Más Alto,Gratuito ,P. Subv.
ESCUELA BASICA N°169 KINDERHAUS,ISLA DE MAIPO,0,,-,Más de $100.000 ,P. Pag.
ESCUELA BASICA TIERRASOL MONTESSORI,ISLA DE MAIPO,0,,-,Sin información ,P. Pag.
ROSA MARCKMANN DE GONZALEZ,LA CISTERNA,266,,Más Alto,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIV. SAINT ORLAND,LA CISTERNA,260,,Más Bajo,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR GUIA ESTUDIANTIL,LA CISTERNA,258,,Similar,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR SAN MARTIN DE PORRES,LA CISTERNA,257,,Más Bajo,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA Nº128 SAN RAMON,LA CISTERNA,247,,Más Alto,$1.000 a $10.000 ,P. Subv.
CENTRO EDUCACIONAL SANTA CLARA,LA CISTERNA,269,,Más Alto,$10.001 a $25.000 ,P. Subv.
COLEGIO SANTA ISABEL DE HUNGRIA,LA CISTERNA,282,,Más Alto,$10.001 a $25.000 ,P. Subv.
CHILEAN EAGLES COLLEGE N.3,LA CISTERNA,250,,Más Bajo,$10.001 a $25.000 ,P. Subv.
CENTRO EDUCACIONAL LINCOLN COLLEGE,LA CISTERNA,268,,Más Alto,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR GRACIELA L.DE IBANEZ,LA CISTERNA,240,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO ADVENTISTA LA CISTERNA,LA CISTERNA,254,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR WALT DISNEY,LA CISTERNA,241,,-,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR LOCARNO,LA CISTERNA,241,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SAINT PHILLIP OF NERY,LA CISTERNA,244,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR LOS CAPULLITOS,LA CISTERNA,288,,Más Alto,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR VILLA JESUS,LA CISTERNA,277,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SUBVENCIONADA ABET,LA CISTERNA,250,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESC. BAS. PATR. WILLINS HOOVER KURT,LA CISTERNA,275,,Más Alto,$10.001 a $25.000 ,P. Subv.
LICEO LAURA VICUNA,LA CISTERNA,285,,Más Alto,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTA MARIA DE LOS ANGELES,LA CISTERNA,293,,Más Alto,$25.001 a $50.000 ,P. Subv.
LICEO MADRE CECILIA LAZZERI,LA CISTERNA,289,,Más Alto,$25.001 a $50.000 ,P. Subv.
ESCUELA PARTICULAR CHILDREN'S COLLEGE,LA CISTERNA,254,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO IDOP LIMITADA,LA CISTERNA,275,,Similar,$25.001 a $50.000 ,P. Subv.
COLEGIO ANTIL MAWIDA,LA CISTERNA,265,,Más Bajo,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA ARISTA VITAE,LA CISTERNA,250,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO JOSE LUIS LEGRANGE DE LA CISTERNA,LA CISTERNA,278,,Más Bajo,$50.001 a $100.000 ,P. Subv.
LICEO PART. SALESIANO MANUEL ARRIARAN BARROS,LA CISTERNA,278,,Más Bajo,$50.001 a $100.000 ,P. Subv.
COLEGIO NACIONES UNIDAS,LA CISTERNA,226,,Más Bajo,Gratuito ,Munic.
COLEGIO PALESTINO,LA CISTERNA,231,,Más Bajo,Gratuito ,Munic.
LICEO POLIVALENTE OLOF PALME,LA CISTERNA,246,,Más Alto,Gratuito ,Munic.
ESCUELA ESPERANZA JOVEN,LA CISTERNA,235,,Más Bajo,Gratuito ,Munic.
ESCUELA BAS. OSCAR ENCALADA YOVANOVICH,LA CISTERNA,231,,Más Bajo,Gratuito ,Munic.
LICEO PORTAL DE LA CISTERNA,LA CISTERNA,229,,Más Bajo,Gratuito ,Munic.
COLEGIO ANTU,LA CISTERNA,235,,Más Bajo,Gratuito ,Munic.
ESCUELA SERGIO SILVA ACUNA,LA CISTERNA,227,,Más Bajo,Gratuito ,Munic.
ESCUELA PARTICULAR PABLO GOYENECHE IVER,LA CISTERNA,210,,Más Bajo,Gratuito ,P. Subv.
ESCUELA PART. REPUBLICA ALEMANIA FEDERAL,LA CISTERNA,259,,Más Bajo,Gratuito ,P. Subv.
ESCUELA BÁSICA PART.171 GALVARINO,LA CISTERNA,251,,Más Alto,Gratuito ,P. Subv.
ESC.ESP.TRAT.DE LA COMUNICION EDEN,LA CISTERNA,274,,-,Gratuito ,P. Subv.
ESC. BASICA Y ESP.  EL NAZARENO,LA CISTERNA,211,,Más Bajo,Gratuito ,P. Subv.
COLEGIO PRINCESS ANNE SCHOOL,LA CISTERNA,289,,Más Bajo,Más de $100.000 ,P. Pag.
ESCUELA PARTICULAR UNIDAD DIVINA,LA FLORIDA,220,,Más Bajo,$1.000 a $10.000 ,P. Subv.
COLEGIO PARTICULAR ISLA WELLINGTON,LA FLORIDA,214,,Más Bajo,$1.000 a $10.000 ,P. Subv.
ESC. PART. RAFAEL SOTOMAYOR B.,LA FLORIDA,231,,Más Bajo,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR QUILLAHUE,LA FLORIDA,257,,Más Bajo,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR SUBV. SAN JUAN,LA FLORIDA,218,,Más Bajo,$1.000 a $10.000 ,P. Subv.
ESCUELA PART. INSTITUTO S.A,LA FLORIDA,215,,Más Bajo,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA,LA FLORIDA,252,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO SANTA PATRICIA DE LA FLORIDA,LA FLORIDA,230,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO PORTALES,LA FLORIDA,242,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR LOS COPIHUES,LA FLORIDA,262,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA PART. JOHN PAUL SCHOOL,LA FLORIDA,264,,Más Alto,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR LAURA ELGUETA,LA FLORIDA,244,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESC. PART. SAINT GERMAINE SCHOOL,LA FLORIDA,233,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PARTICULAR PAICAVI  NUM 1,LA FLORIDA,248,,Más Bajo,$10.001 a $25.000 ,P. Subv.
CENTRO EDUCACIONAL LONDON,LA FLORIDA,235,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PART.BROTHERS SCHOOL,LA FLORIDA,265,,Más Alto,$10.001 a $25.000 ,P. Subv.
LICEO PARTIC.ALBERTO MAGNO LA FLORIDA,LA FLORIDA,257,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO SAN CARLOS DE LA FLORIDA,LA FLORIDA,253,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO SAN LORENZO,LA FLORIDA,256,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO CRISOL,LA FLORIDA,273,,Similar,$10.001 a $25.000 ,P. Subv.
COLEGIO CRISTIANO EMMANUEL,LA FLORIDA,289,,Más Alto,$10.001 a $25.000 ,P. Subv.
ESC BAS PART COLEGIO CHILLAN,LA FLORIDA,263,,Similar,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIVALENTE LOVAINA,LA FLORIDA,237,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR PHILIPPE COUSTEAU,LA FLORIDA,247,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO HAYDN DE LA FLORIDA,LA FLORIDA,252,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO NAZARET DE LA FLORIDA,LA FLORIDA,274,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PART. LAS PLEYADES,LA FLORIDA,254,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO SAINT CHARLES COLLEGE LA FLORIDA,LA FLORIDA,240,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO PADRE CHAMINADE,LA FLORIDA,218,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO PART. SANTA LUCIA DE LO CANAS,LA FLORIDA,242,,Más Bajo,$10.001 a $25.000 ,P. Subv.
COLEGIO NOVA TERRA,LA FLORIDA,261,,Más Bajo,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA  PEPITA,LA FLORIDA,265,,-,$25.001 a $50.000 ,P. Pag.
ESCUELA PARTICULAR DANES,LA FLORIDA,242,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO SAINT JOSEPH C. THOMAS SCHOOL,LA FLORIDA,249,,Más Bajo,$25.001 a $50.000 ,P. Subv.
CHILEAN EAGLES COLLEGE,LA FLORIDA,276,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO MAURICIO RUGENDAS,LA FLORIDA,270,,Más Alto,$25.001 a $50.000 ,P. Subv.
COLEGIO ALAIN DE LA FLORIDA,LA FLORIDA,238,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTA MARIA,LA FLORIDA,290,,Más Alto,$25.001 a $50.000 ,P. Subv.
CENTRO EDUCACIONAL LA FLORIDA,LA FLORIDA,263,,Más Alto,$25.001 a $50.000 ,P. Subv.
COLEGIO PARTICULAR SAN FRANCISCO DE ASIS,LA FLORIDA,287,,Más Alto,$25.001 a $50.000 ,P. Subv.
COLEGIO PARTICULAR LA CONCEPCION,LA FLORIDA,265,,Más Bajo,$25.001 a $50.000 ,P. Subv.
ESCUELA PARTICULAR ROSARIO CONCHA,LA FLORIDA,267,,Más Bajo,$25.001 a $50.000 ,P. Subv.
BERNADETTE COLLEGE,LA FLORIDA,288,,Más Alto,$25.001 a $50.000 ,P. Subv.
COLEGIO LE MONDE,LA FLORIDA,259,,Más Bajo,$25.001 a $50.000 ,P. Subv.
ESC PARTICULAR MANUEL VICUNA LARRAIN,LA FLORIDA,248,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO SHIRAYURI,LA FLORIDA,277,,Más Bajo,$25.001 a $50.000 ,P. Subv.
ESCUELA PARTICULAR SANTA ANA DE LA LUZ,LA FLORIDA,266,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO CRISTIANO BETHEL  N 3,LA FLORIDA,246,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO SAN CRISTOBAL DE LAS CASAS,LA FLORIDA,260,,Más Bajo,$25.001 a $50.000 ,P. Subv.
ESC. BAS. PART. ALBERT SCHWITZER LA FLORIDA,LA FLORIDA,213,,Más Bajo,$25.001 a $50.000 ,P. Subv.
SANTA MARIA DEL PILAR DE LA FLORIDA,LA FLORIDA,276,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO NOBEL,LA FLORIDA,279,,Más Alto,$25.001 a $50.000 ,P. Subv.
WASHINGTON CENTER LA FLORIDA,LA FLORIDA,252,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTIAGO,LA FLORIDA,287,,Más Alto,$25.001 a $50.000 ,P. Subv.
COLEGIO PART. FAMILIA DE NAZARETH,LA FLORIDA,270,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO PART. BOSTON COLLEGE LA FLORIDA,LA FLORIDA,274,,Más Bajo,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA PARTICULAR CONTEMPORA,LA FLORIDA,271,,Más Bajo,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA LOS PINITOS,LA FLORIDA,196,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO EMMANUEL HIGH SCHOOL,LA FLORIDA,278,,Similar,$25.001 a $50.000 ,P. Subv.
COLEGIO ATENAS,LA FLORIDA,277,,Más Bajo,$25.001 a $50.000 ,P. Subv.
ESCUELA BAS. LICARITO,LA FLORIDA,271,,Más Bajo,$25.001 a $50.000 ,P. Subv.
COLEGIO PUELCHE,LA FLORIDA,255,,Más Bajo,$50.001 a $100.000 ,P. Pag.
INSTITUTO LA SALLE,LA FLORIDA,305,,Más Alto,$50.001 a $100.000 ,P. Subv.
COLEGIO PARTICULAR THE GARDEN SCHOOL,LA FLORIDA,261,,Más Bajo,$50.001 a $100.000 ,P. Subv.
COLEGIO SAN DAMIAN,LA FLORIDA,291,,Más Alto,$50.001 a $100.000 ,P. Subv.
COLEGIO ARTISTICO EL SALVADOR ANEXO,LA FLORIDA,239,,Más Bajo,$50.001 a $100.000 ,P. Subv.
COLEGIO FLORIDA HIGH SCHOOL,LA FLORIDA,280,,Más Bajo,$50.001 a $100.000 ,P. Subv.
COLEGIO PARTICULAR NUEVA ERA SIGLO XXI,LA FLORIDA,294,,Más Alto,$50.001 a $100.000 ,P. Subv.
PIERRE TEILHARD DE CHARDIN,LA FLORIDA,283,,Similar,$50.001 a $100.000 ,P. Subv.
COLEGIO AMANCAY DE LA FLORIDA,LA FLORIDA,274,,Más Bajo,$50.001 a $100.000 ,P. Subv.
ESCUELA BASICA RAICES ALTAZOR,LA FLORIDA,282,,Más Bajo,$50.001 a $100.000 ,P. Subv.
ESCUELA RAIMAPU-TIERRA FLORIDA,LA FLORIDA,290,,Más Alto,$50.001 a $100.000 ,P. Subv.
COLEGIO QUINTO CENTENARIO CORDILLERA,LA FLORIDA,278,,Más Bajo,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. NEW LITTLE COLLEGE,LA FLORIDA,278,,Similar,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. ALCANTARA DE LA FLORIDA,LA FLORIDA,297,,Más Alto,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. ALCANTARA DE LA CORDILLERA,LA FLORIDA,300,,Más Alto,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. ANDARES DE LA FLORIDA,LA FLORIDA,240,,Más Bajo,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. MANANTIAL DE LA FLORIDA,LA FLORIDA,277,,Similar,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. PATRONA SENORA DE LOURDES,LA FLORIDA,300,,Similar,$50.001 a $100.000 ,P. Subv.
COLEGIO PARTICULAR ANTILHUE,LA FLORIDA,300,,Similar,$50.001 a $100.000 ,P. Subv.
COLEGIO LIAONA CORDILLERA,LA FLORIDA,286,,Más Alto,$50.001 a $100.000 ,P. Subv.
ESCUELA BASICA MILLAWE,LA FLORIDA,241,,Más Bajo,$50.001 a $100.000 ,P. Subv.
COLEGIO DIVINA PASTORA,LA FLORIDA,295,,Más Alto,$50.001 a $100.000 ,P. Subv.
COLEGIO ALICANTE DE LA FLORIDA,LA FLORIDA,300,,Más Alto,$50.001 a $100.000 ,P. Subv.
ESCUELA BAS. PEÑIHUEN ANDINO,LA FLORIDA,258,,Más Bajo,$50.001 a $100.000 ,P. Subv.
ESCUELA GUARDIAMARINA ERNESTO RIQUELME,LA FLORIDA,249,,Más Bajo,Gratuito ,Munic.
ESCUELA BELLAVISTA,LA FLORIDA,266,,Más Alto,Gratuito ,Munic.
ESCUELA ELSA SANTIBANEZ,LA FLORIDA,253,,Más Bajo,Gratuito ,Munic.
ESCUELA MARCELA PAZ,LA FLORIDA,202,,Más Bajo,Gratuito ,Munic.
ESCUELA REPUBLICA DOMINICANA,LA FLORIDA,231,,Más Bajo,Gratuito ,Munic.
LICEO NUEVO AMANECER,LA FLORIDA,226,,Más Bajo,Gratuito ,Munic.
ESCUELA LAS ARAUCARIAS,LA FLORIDA,236,,Más Bajo,Gratuito ,Munic.
ESCUELA SOTERO DEL RIO,LA FLORIDA,210,,Más Bajo,Gratuito ,Munic.
ESCUELA AREAS VERDES,LA FLORIDA,239,,Más Bajo,Gratuito ,Munic.
COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE,LA FLORIDA,220,,Más Bajo,Gratuito ,Munic.
LICEO POLIVALENTE LOS ALMENDROS,LA FLORIDA,236,,Más Bajo,Gratuito ,Munic.
LICEO ANDRES BELLO,LA FLORIDA,251,,Similar,Gratuito ,Munic.
ESCUELA LAS LILAS,LA FLORIDA,242,,Más Bajo,Gratuito ,Munic.
ESCUELA CATALUNA,LA FLORIDA,210,,Más Bajo,Gratuito ,Munic.
LICEO INDIRA GANDHI,LA FLORIDA,230,,Más Bajo,Gratuito ,Munic.
ESCUELA SANTA IRENE,LA FLORIDA,248,,Más Bajo,Gratuito ,Munic.
ESCUELA LO CANAS,LA FLORIDA,239,,Más Bajo,Gratuito ,Munic.
ESCUELA VILLAS UNIDAS,LA FLORIDA,230,,Más Bajo,Gratuito ,Munic.
ESCUELA LOS CEREZOS,LA FLORIDA,252,,Más Alto,Gratuito ,Munic.
ESCUELA LOS QUILLAYES,LA FLORIDA,225,,Similar,Gratuito ,Munic.
