agno,rbd,nombre_establecimiento,nombre_comuna,nombre_deprov,nombre_region,numero_region,dependencia,area_geografica,estado,latitud,longitud,numero_alumnos
2013,1,LICEO POLITECNICO ARICA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.48701531,-70.29450564,1038
2013,2,PARVULARIO LAS ESPIGUITAS,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,0.00000000,0.00000000,201
2013,3,ESC. PEDRO VICENTE GUTIERREZ TORRES,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,0.00000000,0.00000000,501
2013,4,LICEO OCTAVIO PALMA PEREZ,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47420668,-70.30826392,1200
2013,5,JOVINA NARANJO FERNANDEZ,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47681892,-70.31337859,787
2013,7,L. POLI. ANTONIO VARAS DE LA BARRA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47597064,-70.28821040,1125
2013,8,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.48231969,-70.31761582,749
2013,9,ESCUELA REPUBLICA DE ISRAEL,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.48707952,-70.30227201,1505
2013,10,ESCUELA REPUBLICA DE FRANCIA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47439094,-70.30906079,268
2013,11,ESC. GRAL. PEDRO LAGOS MARCHANT,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.49092829,-70.31153510,362
2013,12,ESCUELA GRAL JOSE MIGUEL CARRERA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.49187061,-70.29409698,317
2013,13,ESCUELA MANUEL RODRIGUEZ ERDOYZA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.48110017,-70.28467841,269
2013,14,ESCUELA ROMULO J. PENA MATURANA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.48123729,-70.28976499,187
2013,15,LICEO ARTISTICO DR. JUAN NOE CREVANI,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47209843,-70.30079524,269
2013,16,ESCUELA REGIMIENTO RANCAGUA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47491659,-70.30883750,195
2013,17,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.46728730,-70.29077810,259
2013,18,ESC. COMTE. JUAN JOSE SAN MARTIN,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47687809,-70.28764898,419
2013,19,ESC. HUMBERTO VALENZUELA GARCIA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47456255,-70.29195945,381
2013,20,ESCUELA TUCAPEL,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47978150,-70.29519947,438
2013,21,ESCUELA CARLOS GUIRAO MASSIF,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.48369708,-70.30005880,143
2013,22,ESCUELA GABRIELA MISTRAL,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.44822155,-70.29063558,1005
2013,25,ESCUELA CENTENARIO,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.44008092,-70.29312169,477
2013,26,ESCUELA REPUBLICA DE ARGENTINA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47815872,-70.30387137,191
2013,27,ESCUELA ESMERALDA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.48330791,-70.30802044,193
2013,28,ESCUELA RICARDO SILVA ARRIAGADA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.48505614,-70.29425417,683
2013,29,ESCUELA AMERICA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47718341,-70.28260370,507
2013,30,ESCUELA DR. RICARDO OLEA GUERRA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,0.00000000,0.00000000,175
2013,31,ESCUELA DARIO SALAS DIAZ,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.50065790,-70.25459142,388
2013,32,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.51926404,-70.17873779,552
2013,33,ESCUELA CARLOS CONDELL DE LA HAZA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.41711369,-70.22584880,194
2013,35,ESCUELA GRAL. MANUEL BAQUEDANO,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.45239985,-70.06769958,96
2013,36,ESCUELA IGNACIO CARRERA PINTO,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.49700971,-70.28385936,299
2013,38,ESCUELA ESPA?A,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.55881843,-70.10072669,434
2013,39,ESCUELA PAMPA ALGODONAL,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.57821290,-69.96516894,30
2013,41,ESCUELA VALLE DE CHACA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.82064308,-70.14037802,16
2013,42,ESCUELA MOLINOS LLUTA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.38174753,-69.94488303,8
2013,43,JARDIN INFANTIL CEPILLIN,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,0.00000000,0.00000000,35
2013,45,COLEGIO ITALIANO SANTA ANA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.48297530,-70.31429675,932
2013,46,JARDIN INFANTIL SAN ANDRES,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,0.00000000,0.00000000,21
2013,49,JARDIN INFANTIL PADRE LUIS GALLARDO,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,0.00000000,0.00000000,58
2013,50,COLEGIO ADVENTISTA DE ARICA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.49332083,-70.27077136,561
2013,51,ESCUELA PARTICULAR REP?BLICA DEL ECUADOR,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Rural,Funcionando,-18.40026121,-70.31498365,10
2013,52,LICEO DOMINGO SANTA MARIA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.46852853,-70.30350503,3978
2013,55,JARDIN INFANTIL MONTESSORI GARDEN,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,0.00000000,0.00000000,144
2013,56,COLEGIO SAN MARCOS DE ARICA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.46710400,-70.30172348,894
2013,58,JARDIN INFANTIL PETETE J.M. BORGO?O,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,0.00000000,0.00000000,68
2013,59,COLEGIO SAN JORGE,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Pagado,Urbano,Funcionando,-18.50215027,-70.24618206,589
2013,60,COLEGIO ALEMAN DE ARICA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.49203409,-70.28068741,720
2013,66,JARDIN INFANTIL PLUTO,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,0.00000000,0.00000000,42
2013,67,ABRAHAM LINCOLN SCHOOL,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.48146053,-70.31511859,622
2013,69,JUNIOR COLLEGE,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Pagado,Urbano,Funcionando,-18.46383140,-70.29136776,530
2013,70,ESCUELA VALLE DE ESQUINA,CAMARONES,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.93621847,-69.53015866,8
2013,72,LICEO  VALLE DE CODPA,CAMARONES,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.83290070,-69.74458363,40
2013,73,ESCUELA VALLE DE COBIJA,CAMARONES,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.73989188,-69.58323481,2
2013,74,ESCUELA VALLE DE CAMARONES,CAMARONES,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-19.00991613,-69.86014023,10
2013,75,ESCUELA VALLE DE GUANACAGUA,CAMARONES,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.82276558,-69.71333395,6
2013,76,ESCUELA VALLE DE CUYA,CAMARONES,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-19.16015999,-70.17949131,10
2013,78,LICEO GRANADEROS,PUTRE,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.19582435,-69.56192860,196
2013,79,ESCUELA EL MARQUEZ,PUTRE,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.58071442,-69.49375545,24
2013,81,ESCUELA PAYACHATAS,PUTRE,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.05440245,-69.20101050,8
2013,82,ESCUELA SAN FRANCISCO DE ASIS,PUTRE,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.26880162,-69.59646587,10
2013,83,ESCUELA COTA COTANI,PUTRE,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.52192416,-69.22052729,8
2013,84,ESCUELA LOS ALAMOS,PUTRE,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.19634743,-69.55921630,2
2013,86,ESCUELA SAN SANTIAGO DE BELEN,PUTRE,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.46778415,-69.51489316,7
2013,87,ESCUELA ANCOLACANE,GENERAL LAGOS,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-17.85471456,-69.60613159,2
2013,88,ESCUELA ALCERRECA,GENERAL LAGOS,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-17.99433492,-69.70589669,2
2013,89,ESCUELA HUMAPALCA,GENERAL LAGOS,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-17.83438880,-69.70278189,1
2013,90,ESCUELA INTERNADO VISVIRI,GENERAL LAGOS,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-17.59488572,-69.48115627,42
2013,91,ESCUELA COSAPILLA,GENERAL LAGOS,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.38618133,-69.56858205,5
2013,92,ESCUELA CHISLLUMA,GENERAL LAGOS,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-17.69676865,-69.68829805,4
2013,93,ESCUELA CHUJLLUTA,GENERAL LAGOS,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-17.89941579,-69.34921590,10
2013,94,ESCUELA GUACOYO,GENERAL LAGOS,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-17.76012855,-69.34494484,5
2013,95,ESCUELA COLPITAS,GENERAL LAGOS,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-17.95693832,-69.45362516,1
2013,97,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.21967622,-70.15315448,651
2013,102,ESC.EDUC.ESPECIAL FLOR DEL INCA,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,0.00000000,0.00000000,109
2013,103,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.22075631,-70.13855603,501
2013,105,CENTRO DE CAPACITACION LABORAL,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,0.00000000,0.00000000,87
2013,106,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,IQUIQUE,Iquique,DE TARAPAC?,1,Administracion Delegada,Rural,Funcionando,-20.29401349,-70.12724453,542
2013,107,LICEO LIBERT. GRAL.BERNARDO O?HIGGINS,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.21983547,-70.15229421,615
2013,108,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.22579486,-70.14872947,622
2013,109,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.21716334,-70.15332739,228
2013,110,ESCUELA DOMINGO SANTA MARIA,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.22462578,-70.13538716,333
2013,111,ESCUELA GABRIELA MISTRAL,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.22586007,-70.14150307,401
2013,112,ESCUELA EDUARDO LLANOS,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.21447631,-70.13585908,581
2013,113,ESCUELA ALMIRANTE PATRICIO LYNCH,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.23221049,-70.13751944,926
2013,114,ESCUELA PLACIDO VILLARROEL,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.22023784,-70.14464942,527
2013,116,COLEGIO REPUBLICA DE CROACIA,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.22727554,-70.13500436,680
2013,117,ESCUELA PAULA JARAQUEMADA ALQUIZAR,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.22081454,-70.14627125,480
2013,119,ESCUELA CENTENARIO,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.21395513,-70.14515860,431
2013,122,ESCUELA THILDA PORTILLO OLIVARES,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.23615340,-70.14113788,355
2013,123,COLEGIO ESPANA,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.23972041,-70.12885318,350
2013,124,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.24201527,-70.13725574,1127
2013,125,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.24574204,-70.13798171,1110
2013,126,COLEGIO REPUBLICA DE ITALIA,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.24363433,-70.13138962,749
2013,127,LICEO MARIA AUXILIADORA,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22258041,-70.14841871,837
2013,129,LICEO SUPERIOR GABRIELA MISTRAL,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22111977,-70.15209309,150
2013,130,COLEGIO NORTH COLLEGE,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22339436,-70.14414606,390
2013,131,LICEO PARTICULAR MIXTO ESCASCE,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22447015,-70.14820285,325
2013,132,LICEO ACADEMIA IQUIQUE,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.33293869,-70.13943265,1705
2013,133,COLEGIO ADVENTISTA DE IQUIQUE,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22547746,-70.14890900,606
2013,134,LICEO ATENEA,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.21555748,-70.15433970,327
2013,136,J.  I.  CAPULLITO,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Pagado,Urbano,Funcionando,0.00000000,0.00000000,84
2013,139,JARDIN INFANTIL CONEJITO,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,0.00000000,0.00000000,79
2013,144,COLEGIO IQUIQUE YOUNG SCHOOL,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22375382,-70.14305749,363
2013,154,ESCUELA BASICA FRONTERIZA,HUARA,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.99683060,-69.77273855,26
2013,156,ESCUELA PISAGUA,HUARA,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.59798472,-70.21297554,58
2013,158,ESCUELA CHIAPA,HUARA,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.53726056,-69.20697246,1
2013,159,ESCUELA JAINA,HUARA,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.55465319,-69.24601390,5
2013,160,ESCUELA PACHICA,HUARA,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.86628571,-69.43372094,33
2013,161,LICEO DE HUARA,HUARA,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.99687623,-69.77263363,271
2013,162,ESCUELA SIBAYA,HUARA,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.78314675,-69.17414199,33
2013,165,ESCUELA CHUSMIZA,HUARA,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.68392499,-69.18839342,3
2013,167,ESCUELA CAMINA,CAMI?A,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.31180284,-69.42463304,105
2013,168,ESCUELA CUISAMA,CAMI?A,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.32428926,-69.45581333,4
2013,169,ESCUELA QUISTAGAMA,CAMI?A,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.34612940,-69.50804787,12
2013,170,ESCUELA NAMA,CAMI?A,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.19146314,-69.41265239,3
2013,171,ESCUELA APAMILCA,CAMI?A,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.30951548,-69.39277742,5
2013,172,ESCUELA CHAPIQUILTA,CAMI?A,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.31772736,-69.41053135,8
2013,173,ESCUELA MOQUELLA,CAMI?A,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.35069175,-69.51497425,10
2013,174,ESCUELA FRANCIA,CAMI?A,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.38155623,-69.57147460,18
2013,175,ESCUELA YALA YALA,CAMI?A,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.31468695,-69.40009088,3
2013,177,ESCUELA BASICA CARIQUIMA,COLCHANE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.46720963,-68.64475591,15
2013,178,LICEO TECNICO PROFESIONAL COLCHANE,COLCHANE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.27647790,-68.63913529,117
2013,179,ESCUELA BASICA MAUQUE,COLCHANE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.32282248,-68.88055632,2
2013,185,ESCUELA BASICA PISIGA-CHOQUE,COLCHANE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.30284134,-68.61779439,10
2013,186,ESCUELA BASICA ENQUELGA,COLCHANE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.22896695,-68.80449123,2
2013,187,ESCUELA VERTIENTE DEL SABER,PICA,Tamarugal,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.48843843,-69.32476269,273
2013,188,ESC. MATILLA DE NUEVA EXTREMADURA,PICA,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-20.51322715,-69.35998545,140
2013,191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-20.25302606,-69.78499939,661
2013,192,ESCUELA BASICA MAMINA,POZO ALMONTE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-20.07103589,-69.21761041,62
2013,193,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-20.26165927,-69.78409487,539
2013,195,ESCUELA BASICA LA TIRANA,POZO ALMONTE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-20.33764658,-69.65542836,196
2013,196,ESCUELA BASICA HUATACONDO,POZO ALMONTE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-20.92778172,-69.05335706,11
2013,198,ESCUELA BASICA LA HUAYCA,POZO ALMONTE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-20.43056844,-69.56046287,38
2013,199,LICEO DOMINGO LATRILLE LASTAUNOU,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.08858102,-70.19479052,545
2013,200,LICEO POLITECNICO DIEGO PORTALES P.,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.08060382,-70.19415374,781
2013,201,ESCUELA CARLOS CONDELL DE LA HAZA,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.09387946,-70.20394638,657
2013,203,ESCUELA PABLO NERUDA,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.08918000,-70.19440786,561
2013,204,ESCUELA L.GRAL.BERNARDO O?HIGGINS R.,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.08531555,-70.18921907,376
2013,205,ESCUELA ARTURO PRAT CHACON,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.08868601,-70.19525665,538
2013,206,ESCUELA ESTADOS UNIDOS DE NORTEAMERICA,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.10881136,-70.21001540,252
2013,207,ESC. ESPECIAL PEDRO AGUIRRE CERDA,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,0.00000000,0.00000000,94
2013,208,COLEGIO SAGRADA FAMILIA,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-22.09460395,-70.20492181,1183
2013,210,ESCUELA ARTURO PEREZ CANTO,MAR?A ELENA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.34456834,-69.66779774,734
2013,211,LICEO  H.C. T.P.  MARIA ELENA,MAR?A ELENA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.34669407,-69.66711837,292
2013,214,ESCUELA IGNACIO CARRERA PINTO,MAR?A ELENA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Rural,Funcionando,-22.34555267,-69.66127650,9
2013,217,LICEO LUIS CRUZ MARTINEZ,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.46343431,-68.92549726,1194
2013,218,LICEO FRANCISCO DE AGUIRRE,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.45850419,-68.93104974,977
2013,219,LICEO POLITECNICO CESAREO AGUIRRE G.,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.46178823,-68.92152277,1175
2013,220,LICEO MINERO AM?RICA,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.43793055,-68.92419894,1014
2013,222,CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,0.00000000,0.00000000,743
2013,223,ESCUELA CLAUDIO ARRAU,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.44944082,-68.92604900,692
2013,224,ESCUELA GRECIA,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.46030308,-68.93369259,963
2013,225,ESCUELA REPUBLICA DE BOLIVIA,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.46270395,-68.92858855,1043
2013,226,ESCUELA BASICA EMILIO SOTOMAYOR,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.43814664,-68.92265365,1227
2013,227,ESCUELA BASICA PRESIDENTE BALMACEDA,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.45924127,-68.92285578,1611
2013,228,ESCUELA BASICA VADO DE TOPATER,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.47691489,-68.92946586,642
2013,229,ESCUELA REPUBLICA DE CHILE,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.44410083,-68.90693552,659
2013,230,ESCUELA BASICA ANDRES BELLO,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.45607672,-68.91752161,540
2013,231,ESCUELA BASICA JOHN FITZGERALD KENNEDY,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.45445192,-68.92017592,693
2013,232,ESCUELA BASICA PEDRO VERGARA KELLER,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.44161093,-68.93208823,489
2013,236,ESCUELA DE PARVULOS LAS ABEJITAS,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,0.00000000,0.00000000,194
2013,237,ESCUELA DE PARVULOS LLAMITO BLANCO,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,0.00000000,0.00000000,315
2013,238,ESCUELA DIFERENCIAL LOA,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,0.00000000,0.00000000,203
